chartSource,songRank,songName,songArtist,songStreams
Spotify,49,Don't Start Now,Dua Lipa,9773028
Spotify,50,Roses - Imanbek Remix,SAINt JHN,9771057
Spotify,51,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",9640992
Spotify,52,Best Friend (feat. Doja Cat),Saweetie,8991141
Spotify,53,Before You Go,Lewis Capaldi,8886598
Spotify,54,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",8829474
Spotify,55,Heather,Conan Gray,8799643
Spotify,56,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,8622880
Spotify,57,SugarCrash!,ElyOtto,8607786
Spotify,58,No Te Enamores - Remix,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",8522956
Spotify,59,My Head & My Heart,Ava Max,8266222
Spotify,60,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,8261965
Spotify,61,Circles,Post Malone,8241754
Spotify,62,Goosebumps,HVME,8189693
Spotify,63,Lonely (with benny blanco),Justin Bieber,8122502
Spotify,64,AP - Music from the film Boogie,Pop Smoke,8025314
Spotify,65,lovely (with Khalid),Billie Eilish,8001569
Spotify,66,TE MUDASTE,Bad Bunny,7874774
Spotify,67,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",7810431
Spotify,68,death bed (coffee for your head),"Powfu, beabadoobee",7786145
Spotify,69,Afterglow,Ed Sheeran,7676938
Spotify,70,Holy (feat. Chance The Rapper),Justin Bieber,7644812
Spotify,71,Lucid Dreams,Juice WRLD,7591824
Spotify,72,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",7565280
Spotify,73,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",7543600
Spotify,74,Only Wanna Be With You - Pokémon 25 Version,Post Malone,7464020
Spotify,75,At My Worst,Pink Sweat$,7449905
Spotify,76,LOCATION,"KAROL G, Anuel AA, J Balvin",7386330
Spotify,77,Shallow,"Lady Gaga, Bradley Cooper",7368558
Spotify,78,goosebumps,Travis Scott,7356587
Spotify,79,Ropa Cara,Camilo,7342932
Spotify,80,willow,Taylor Swift,7280253
Spotify,81,bad guy,Billie Eilish,7208613
Spotify,82,The Hills,The Weeknd,7174503
Spotify,83,Golden,Harry Styles,7166322
Spotify,84,Señorita,"Shawn Mendes, Camila Cabello",7159338
Spotify,85,The Box,Roddy Ricch,7102864
Spotify,86,Laugh Now Cry Later (feat. Lil Durk),Drake,7089365
Spotify,87,Chica Ideal,"Sebastian Yatra, Guaynaa",7077728
Spotify,88,Adore You,Harry Styles,7061995
Spotify,89,Breaking Me,"Topic, A7S",7003875
Spotify,90,Fiel,"Los Legendarios, Wisin, Jhay Cortez",6998322
Spotify,91,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",6977100
Spotify,92,Mi Niña,"Wisin, Myke Towers, Los Legendarios",6969377
Spotify,93,Memories,Maroon 5,6947415
Spotify,94,911,Sech,6942571
Spotify,95,BEBÉ,"Camilo, El Alfa",6932266
Spotify,96,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,6927416
Spotify,97,Snowman,Sia,6888778
Spotify,98,Believer,Imagine Dragons,6861526
Spotify,99,Life Goes On,BTS,6840014
Spotify,100,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",6835129
Spotify,101,Blueberry Faygo,Lil Mosey,6736295
Spotify,102,Back In Blood (feat. Lil Durk),Pooh Shiesty,6664688
Spotify,103,Wishing Well,Juice WRLD,6632757
Spotify,104,Say You Won't Let Go,James Arthur,6618447
Spotify,105,test drive,Ariana Grande,6591829
Spotify,106,In Your Eyes,The Weeknd,6557398
Spotify,107,Daddy Issues,The Neighbourhood,6495998
Spotify,108,HOLIDAY,Lil Nas X,6443511
Spotify,109,Perfect,Ed Sheeran,6409069
Spotify,110,Shape of You,Ed Sheeran,6404914
Spotify,111,HIGHEST IN THE ROOM,Travis Scott,6396697
Spotify,112,Dior,Pop Smoke,6392905
Spotify,113,Take You Dancing,Jason Derulo,6370965
Spotify,114,Jocelyn Flores,XXXTENTACION,6323482
Spotify,115,Take Me To Church,Hozier,6323353
Spotify,116,Vida de Rico,Camilo,6254519
Spotify,117,Starboy,"The Weeknd, Daft Punk",6245905
Spotify,118,Robbery,Juice WRLD,6229300
Spotify,119,Polvo,"Nicky Jam, Myke Towers",6216276
Spotify,120,Life Is Good (feat. Drake),Future,6206429
Spotify,121,I Feel It Coming,"The Weeknd, Daft Punk",6197907
Spotify,122,Train Wreck,James Arthur,6188043
Spotify,123,Hayloft,Mother Mother,6184322
Spotify,124,Una Locura,"Ozuna, J Balvin, Chencho Corleone",6177788
Spotify,125,La Tóxica,Farruko,6172930
Spotify,126,Put Your Records On,Ritt Momney,6091265
Spotify,127,Falling,Trevor Daniel,6084912
Spotify,128,All We Got (feat. KIDDO),Robin Schulz,6084015
Spotify,129,Tapão Na Raba,Raí Saia Rodada,6083744
Spotify,130,Come & Go (with Marshmello),Juice WRLD,6033076
Spotify,131,Dreams - 2004 Remaster,Fleetwood Mac,6028094
Spotify,132,Why'd You Only Call Me When You're High?,Arctic Monkeys,6018921
Spotify,133,Do I Wanna Know?,Arctic Monkeys,6002460
Spotify,134,All Girls Are The Same,Juice WRLD,5998608
Spotify,135,Bohemian Rhapsody - Remastered 2011,Queen,5985798
Spotify,136,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",5969985
Spotify,137,All of Me,John Legend,5944481
Spotify,138,7 rings,Ariana Grande,5937249
Spotify,139,Break My Heart,Dua Lipa,5902969
Spotify,140,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",5874460
Spotify,141,If the World Was Ending - feat. Julia Michaels,JP Saxe,5871794
Spotify,142,Love Story (Taylor’s Version),Taylor Swift,5869297
Spotify,143,Esquema Preferido,"DJ Ivis, Tarcísio do Acordeon",5847835
Spotify,144,Ride It,Regard,5832117
Spotify,145,SICKO MODE,Travis Scott,5807025
Spotify,146,Martin & Gina,Polo G,5805204
Spotify,147,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",5798708
Spotify,148,Stuck with U (with Justin Bieber),Ariana Grande,5796465
Spotify,149,my ex's best friend (with blackbear),Machine Gun Kelly,5768458
Spotify,150,SAD!,XXXTENTACION,5723388
Spotify,151,Se Te Nota (with Guaynaa),Lele Pons,5695456
Spotify,152,Somebody That I Used To Know,"Gotye, Kimbra",5686291
Spotify,153,Falling,Harry Styles,5661872
Spotify,154,Rain On Me (with Ariana Grande),Lady Gaga,5621071
Spotify,155,Tusa,"KAROL G, Nicki Minaj",5608642
Spotify,156,Love Not War (The Tampa Beat),"Jason Derulo, Nuka",5587557
Spotify,157,Every Breath You Take,The Police,5587430
Spotify,158,Godzilla (feat. Juice WRLD),Eminem,5573834
Spotify,159,Ponte Pa' Mi,Justin Quiles,5516430
Spotify,160,"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",5499974
Spotify,161,Antes,"Anuel AA, Ozuna",5491473
Spotify,162,Yellow,Coldplay,5486221
Spotify,163,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead",5475949
Spotify,164,Mood Swings (feat. Lil Tjay),Pop Smoke,5466461
Spotify,165,POPSTAR (feat. Drake),DJ Khaled,5458503
Spotify,166,SO DONE,The Kid LAROI,5440707
Spotify,167,Just the Way You Are,Bruno Mars,5364635
Spotify,168,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,5357108
Spotify,169,everything i wanted,Billie Eilish,5340682
Spotify,170,Closer,"The Chainsmokers, Halsey",5301918
Spotify,171,when the party's over,Billie Eilish,5267272
Spotify,172,Smells Like Teen Spirit,Nirvana,5224496
Spotify,173,Counting Stars,OneRepublic,5214477
Spotify,174,Riptide,Vance Joy,5168048
Spotify,175,hot girl bummer,blackbear,5165664
Spotify,176,Fan de Tus Fotos,"Nicky Jam, Romeo Santos",5161622
Spotify,177,Stressed Out,Twenty One Pilots,5158045
Spotify,178,Facas - Ao Vivo,"Diego & Victor Hugo, Bruno & Marrone",5150890
Spotify,179,Jeans,Justin Quiles,5145966
Spotify,180,How You Like That,BLACKPINK,5141271
Spotify,181,ROXANNE,Arizona Zervas,5124742
Spotify,182,Star Shopping,Lil Peep,5122120
Spotify,183,rockstar (feat. 21 Savage),Post Malone,5115990
Spotify,184,Electric Love,BØRNS,5085295
Spotify,185,Párteme La Cara,"C. Tangana, Ed Maverick",5079580
Spotify,186,Mr. Brightside,The Killers,5072849
Spotify,187,The Less I Know The Better,Tame Impala,5070907
Spotify,188,Take on Me,a-ha,5066256
Spotify,189,Someone To You,BANNERS,5052658
Spotify,190,What Other People Say,"Sam Fischer, Demi Lovato",5045533
Spotify,191,Hope,XXXTENTACION,5024990
Spotify,192,Maniac,Conan Gray,5016753
Spotify,193,Without Me,Halsey,5016283
Spotify,194,In the End,Linkin Park,5006655
Spotify,195,BOOKER T,Bad Bunny,4995965
Spotify,196,Intentions (feat. Quavo),Justin Bieber,4994138
Spotify,197,Sofia,Clairo,4982892
Spotify,198,Photograph,Ed Sheeran,4974880
Spotify,199,Something Just Like This,"The Chainsmokers, Coldplay",4962976
Spotify,200,Say So,Doja Cat,4955196
Spotify,1,drivers license,Olivia Rodrigo,40018035
Spotify,2,Save Your Tears,The Weeknd,29394143
Spotify,3,Blinding Lights,The Weeknd,25579878
Spotify,4,DÁKITI,"Bad Bunny, Jhay Cortez",24705934
Spotify,5,Calling My Phone,"Lil Tjay, 6LACK",23680465
Spotify,6,Bandido,"Myke Towers, Juhn",20095918
Spotify,7,Mood (feat. iann dior),24kGoldn,19418746
Spotify,8,Astronaut In The Ocean,Masked Wolf,19353231
Spotify,9,The Business,Tiësto,18643851
Spotify,10,WITHOUT YOU,The Kid LAROI,18554073
Spotify,11,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",17308254
Spotify,12,Streets,Doja Cat,17252139
Spotify,13,Whoopty,CJ,16893820
Spotify,14,Good Days,SZA,16361065
Spotify,15,Levitating (feat. DaBaby),Dua Lipa,15724348
Spotify,16,positions,Ariana Grande,15526189
Spotify,17,BICHOTA,KAROL G,15490593
Spotify,18,Baila Conmigo (with Rauw Alejandro),Selena Gomez,15447518
Spotify,19,Up,Cardi B,15331477
Spotify,20,Dynamite,BTS,15273912
Spotify,21,34+35,Ariana Grande,15080770
Spotify,22,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,14236529
Spotify,23,telepatía,Kali Uchis,13825374
Spotify,24,Hecha Pa' Mi,Boza,13737219
Spotify,25,We're Good,Dua Lipa,13346925
Spotify,26,Paradise (feat. Dermot Kennedy),MEDUZA,13041541
Spotify,27,Anyone,Justin Bieber,12940944
Spotify,28,you broke me first,Tate McRae,12631717
Spotify,29,Heartbreak Anniversary,Giveon,12552614
Spotify,30,Someone You Loved,Lewis Capaldi,12495411
Spotify,31,What You Know Bout Love,Pop Smoke,12382929
Spotify,32,Therefore I Am,Billie Eilish,11781806
Spotify,33,Watermelon Sugar,Harry Styles,11776725
Spotify,34,Head & Heart (feat. MNEK),Joel Corry,11760540
Spotify,35,Heat Waves,Glass Animals,11612380
Spotify,36,Goosebumps - Remix,"Travis Scott, HVME",11608765
Spotify,37,Prisoner (feat. Dua Lipa),Miley Cyrus,11363339
Spotify,38,test drive,Ariana Grande,11158829
Spotify,39,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",11076638
Spotify,40,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,10736521
Spotify,41,GIRL LIKE ME,"Black Eyed Peas, Shakira",10667195
Spotify,42,Hawái,Maluma,10645208
Spotify,43,Dance Monkey,Tones And I,10442125
Spotify,44,Reloj,"Rauw Alejandro, Anuel AA",10440363
Spotify,45,WAP (feat. Megan Thee Stallion),Cardi B,10362851
Spotify,46,Sweater Weather,The Neighbourhood,10322872
Spotify,47,ROCKSTAR (feat. Roddy Ricch),DaBaby,10259865
Spotify,48,Your Love (9PM),"ATB, Topic, A7S",10131298
Spotify,49,Don't Start Now,Dua Lipa,9928710
Spotify,50,Roses - Imanbek Remix,SAINt JHN,9927164
Spotify,51,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",9655518
Spotify,52,Arcade,Duncan Laurence,9476106
Spotify,53,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,9198411
Spotify,54,Heather,Conan Gray,9067795
Spotify,55,Best Friend (feat. Doja Cat),Saweetie,9064837
Spotify,56,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,9028375
Spotify,57,Before You Go,Lewis Capaldi,8916009
Spotify,58,Lonely (with benny blanco),Justin Bieber,8788574
Spotify,59,No Te Enamores - Remix,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",8470194
Spotify,60,Goosebumps,HVME,8385719
Spotify,61,Ropa Cara,Camilo,8137759
Spotify,62,TE MUDASTE,Bad Bunny,8119981
Spotify,63,willow,Taylor Swift,8109795
Spotify,64,Afterglow,Ed Sheeran,8091296
Spotify,65,Laugh Now Cry Later (feat. Lil Durk),Drake,8082446
Spotify,66,Love Story (Taylor’s Version),Taylor Swift,8022003
Spotify,67,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",7859511
Spotify,68,death bed (coffee for your head),"Powfu, beabadoobee",7838502
Spotify,69,Circles,Post Malone,7784051
Spotify,70,Holy (feat. Chance The Rapper),Justin Bieber,7752033
Spotify,71,HOLIDAY,Lil Nas X,7735141
Spotify,72,Lucid Dreams,Juice WRLD,7694447
Spotify,73,LOCATION,"KAROL G, Anuel AA, J Balvin",7656198
Spotify,74,lovely (with Khalid),Billie Eilish,7652281
Spotify,75,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",7620195
Spotify,76,Chica Ideal,"Sebastian Yatra, Guaynaa",7569364
Spotify,77,The Hills,The Weeknd,7565244
Spotify,78,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",7470626
Spotify,79,Golden,Harry Styles,7432153
Spotify,80,Snowman,Sia,7406528
Spotify,81,goosebumps,Travis Scott,7368236
Spotify,82,Shallow,"Lady Gaga, Bradley Cooper",7344878
Spotify,83,Breaking Me,"Topic, A7S",7301049
Spotify,84,BEBÉ,"Camilo, El Alfa",7292831
Spotify,85,My Head & My Heart,Ava Max,7272551
Spotify,86,Mi Niña,"Wisin, Myke Towers, Los Legendarios",7263830
Spotify,87,The Box,Roddy Ricch,7237097
Spotify,88,Life Goes On,BTS,7196637
Spotify,89,Señorita,"Shawn Mendes, Camila Cabello",7146049
Spotify,90,At My Worst,Pink Sweat$,7086404
Spotify,91,Adore You,Harry Styles,7070149
Spotify,92,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",7057517
Spotify,93,In Your Eyes,The Weeknd,7012340
Spotify,94,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",6973995
Spotify,95,Wishing Well,Juice WRLD,6941854
Spotify,96,Memories,Maroon 5,6929845
Spotify,97,Believer,Imagine Dragons,6813966
Spotify,98,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",6804672
Spotify,99,Blueberry Faygo,Lil Mosey,6773131
Spotify,100,bad guy,Billie Eilish,6737543
Spotify,101,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,6713752
Spotify,102,Polvo,"Nicky Jam, Myke Towers",6668668
Spotify,103,Starboy,"The Weeknd, Daft Punk",6624805
Spotify,104,Say You Won't Let Go,James Arthur,6623104
Spotify,105,La Tóxica,Farruko,6583911
Spotify,106,Dior,Pop Smoke,6527694
Spotify,107,Take You Dancing,Jason Derulo,6496086
Spotify,108,Daddy Issues,The Neighbourhood,6475348
Spotify,109,Vida de Rico,Camilo,6447324
Spotify,110,Perfect,Ed Sheeran,6431306
Spotify,111,Shape of You,Ed Sheeran,6428397
Spotify,112,HIGHEST IN THE ROOM,Travis Scott,6414547
Spotify,113,Train Wreck,James Arthur,6388864
Spotify,114,Una Locura,"Ozuna, J Balvin, Chencho Corleone",6388766
Spotify,115,Robbery,Juice WRLD,6385667
Spotify,116,Fiel,"Los Legendarios, Wisin, Jhay Cortez",6366427
Spotify,117,Jocelyn Flores,XXXTENTACION,6365562
Spotify,118,I Feel It Coming,"The Weeknd, Daft Punk",6359942
Spotify,119,Take Me To Church,Hozier,6322483
Spotify,120,Life Is Good (feat. Drake),Future,6258612
Spotify,121,SugarCrash!,ElyOtto,6235198
Spotify,122,Why'd You Only Call Me When You're High?,Arctic Monkeys,6226578
Spotify,123,Esquema Preferido,"DJ Ivis, Tarcísio do Acordeon",6197128
Spotify,124,Break My Heart,Dua Lipa,6195424
Spotify,125,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,6162453
Spotify,126,Falling,Trevor Daniel,6139529
Spotify,127,Dreams - 2004 Remaster,Fleetwood Mac,6092138
Spotify,128,All Girls Are The Same,Juice WRLD,6091497
Spotify,129,All We Got (feat. KIDDO),Robin Schulz,6081296
Spotify,130,Do I Wanna Know?,Arctic Monkeys,6075660
Spotify,131,Come & Go (with Marshmello),Juice WRLD,6045304
Spotify,132,7 rings,Ariana Grande,6043720
Spotify,133,Se Te Nota (with Guaynaa),Lele Pons,6016966
Spotify,134,Put Your Records On,Ritt Momney,6009291
Spotify,135,911,Sech,6004191
Spotify,136,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",5999872
Spotify,137,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",5971521
Spotify,138,Bohemian Rhapsody - Remastered 2011,Queen,5953610
Spotify,139,All of Me,John Legend,5953597
Spotify,140,Madonna,"Bausa, Apache 207",5936752
Spotify,141,my ex's best friend (with blackbear),Machine Gun Kelly,5910363
Spotify,142,If the World Was Ending - feat. Julia Michaels,JP Saxe,5901963
Spotify,143,Stuck with U (with Justin Bieber),Ariana Grande,5899384
Spotify,144,CLOUDS,NF,5897983
Spotify,145,Ride It,Regard,5856562
Spotify,146,Tapão Na Raba,Raí Saia Rodada,5855613
Spotify,147,Martin & Gina,Polo G,5818511
Spotify,148,"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",5800492
Spotify,149,SICKO MODE,Travis Scott,5748128
Spotify,150,SAD!,XXXTENTACION,5738689
Spotify,151,Tusa,"KAROL G, Nicki Minaj",5715520
Spotify,152,Love Not War (The Tampa Beat),"Jason Derulo, Nuka",5712451
Spotify,153,Hayloft,Mother Mother,5699011
Spotify,154,Ponte Pa' Mi,Justin Quiles,5692088
Spotify,155,Antes,"Anuel AA, Ozuna",5691697
Spotify,156,Falling,Harry Styles,5690209
Spotify,157,Rain On Me (with Ariana Grande),Lady Gaga,5655571
Spotify,158,Godzilla (feat. Juice WRLD),Eminem,5653192
Spotify,159,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead",5626280
Spotify,160,Mood Swings (feat. Lil Tjay),Pop Smoke,5618161
Spotify,161,SO DONE,The Kid LAROI,5587680
Spotify,162,Every Breath You Take,The Police,5587166
Spotify,163,POPSTAR (feat. Drake),DJ Khaled,5554810
Spotify,164,Wonder,Shawn Mendes,5535339
Spotify,165,Skin,Sabrina Carpenter,5497942
Spotify,166,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,5459352
Spotify,167,Yellow,Coldplay,5421813
Spotify,168,Jeans,Justin Quiles,5310325
Spotify,169,Facas - Ao Vivo,"Diego & Victor Hugo, Bruno & Marrone",5309596
Spotify,170,Smells Like Teen Spirit,Nirvana,5301894
Spotify,171,Just the Way You Are,Bruno Mars,5295520
Spotify,172,BOOKER T,Bad Bunny,5271778
Spotify,173,Closer,"The Chainsmokers, Halsey",5208457
Spotify,174,Maniac,Conan Gray,5173709
Spotify,175,ROXANNE,Arizona Zervas,5172480
Spotify,176,Tyler Herro,Jack Harlow,5168107
Spotify,177,How You Like That,BLACKPINK,5158097
Spotify,178,Star Shopping,Lil Peep,5135553
Spotify,179,Remember That Night?,Sara Kays,5116325
Spotify,180,Hope,XXXTENTACION,5108943
Spotify,181,Counting Stars,OneRepublic,5107378
Spotify,182,Back In Blood (feat. Lil Durk),Pooh Shiesty,5089580
Spotify,183,Someone To You,BANNERS,5087021
Spotify,184,hot girl bummer,blackbear,5083545
Spotify,185,Stressed Out,Twenty One Pilots,5075964
Spotify,186,Riptide,Vance Joy,5063409
Spotify,187,Lifestyle (feat. Adam Levine),"Jason Derulo, Maroon 5",5059891
Spotify,188,Fly Away,Tones And I,5053713
Spotify,189,Take on Me,a-ha,5042616
Spotify,190,everything i wanted,Billie Eilish,5040183
Spotify,191,Somebody That I Used To Know,"Gotye, Kimbra",5028778
Spotify,192,Sofia,Clairo,5013297
Spotify,193,The Less I Know The Better,Tame Impala,5006944
Spotify,194,In the End,Linkin Park,5006247
Spotify,195,Despeinada,"Ozuna, Camilo",5004462
Spotify,196,Photograph,Ed Sheeran,4993480
Spotify,197,Intentions (feat. Quavo),Justin Bieber,4986255
Spotify,198,motive (with Doja Cat),Ariana Grande,4986037
Spotify,199,Without Me,Halsey,4985349
Spotify,200,I Don't Care (with Justin Bieber),Ed Sheeran,4984399
Spotify,1,drivers license,Olivia Rodrigo,42861515
Spotify,2,Save Your Tears,The Weeknd,30002430
Spotify,3,Blinding Lights,The Weeknd,26709566
Spotify,4,Calling My Phone,"Lil Tjay, 6LACK",26623780
Spotify,5,DÁKITI,"Bad Bunny, Jhay Cortez",24806315
Spotify,6,Bandido,"Myke Towers, Juhn",19794612
Spotify,7,Mood (feat. iann dior),24kGoldn,19103306
Spotify,8,Love Story (Taylor’s Version),Taylor Swift,18627530
Spotify,9,WITHOUT YOU,The Kid LAROI,18341882
Spotify,10,Whoopty,CJ,17378401
Spotify,11,Streets,Doja Cat,17016829
Spotify,12,The Business,Tiësto,16842976
Spotify,13,Good Days,SZA,16817642
Spotify,14,BICHOTA,KAROL G,15982215
Spotify,15,positions,Ariana Grande,15738289
Spotify,16,Astronaut In The Ocean,Masked Wolf,15670268
Spotify,17,Levitating (feat. DaBaby),Dua Lipa,15656959
Spotify,18,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",15468368
Spotify,19,34+35,Ariana Grande,15229547
Spotify,20,Baila Conmigo (with Rauw Alejandro),Selena Gomez,14895151
Spotify,21,Dynamite,BTS,14780080
Spotify,22,We're Good,Dua Lipa,14523521
Spotify,23,Up,Cardi B,14212148
Spotify,24,Hecha Pa' Mi,Boza,14070280
Spotify,25,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,13916212
Spotify,26,Anyone,Justin Bieber,13674774
Spotify,27,you broke me first,Tate McRae,12907542
Spotify,28,Someone You Loved,Lewis Capaldi,12527224
Spotify,29,Paradise (feat. Dermot Kennedy),MEDUZA,12526998
Spotify,30,What You Know Bout Love,Pop Smoke,11983607
Spotify,31,Therefore I Am,Billie Eilish,11945718
Spotify,32,Prisoner (feat. Dua Lipa),Miley Cyrus,11792836
Spotify,33,Watermelon Sugar,Harry Styles,11370885
Spotify,34,Head & Heart (feat. MNEK),Joel Corry,10946384
Spotify,35,Hawái,Maluma,10850422
Spotify,36,Reloj,"Rauw Alejandro, Anuel AA",10757789
Spotify,37,Heat Waves,Glass Animals,10667402
Spotify,38,Goosebumps - Remix,"Travis Scott, HVME",10646313
Spotify,39,Sweater Weather,The Neighbourhood,10439030
Spotify,40,GIRL LIKE ME,"Black Eyed Peas, Shakira",10420265
Spotify,41,WAP (feat. Megan Thee Stallion),Cardi B,10360585
Spotify,42,Dance Monkey,Tones And I,10297539
Spotify,43,Don't Start Now,Dua Lipa,10024258
Spotify,44,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,10011451
Spotify,45,ROCKSTAR (feat. Roddy Ricch),DaBaby,9886429
Spotify,46,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",9879804
Spotify,47,willow,Taylor Swift,9619253
Spotify,48,Roses - Imanbek Remix,SAINt JHN,9567293
Spotify,49,Lonely (with benny blanco),Justin Bieber,9397026
Spotify,50,Heather,Conan Gray,9233791
Spotify,51,Ropa Cara,Camilo,9147891
Spotify,52,Before You Go,Lewis Capaldi,9104225
Spotify,53,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,9075305
Spotify,54,Afterglow,Ed Sheeran,8968136
Spotify,55,Best Friend (feat. Doja Cat),Saweetie,8568983
Spotify,56,The Hills,The Weeknd,8479448
Spotify,57,Your Love (9PM),"ATB, Topic, A7S",8360270
Spotify,58,Heartbreak Anniversary,Giveon,8268553
Spotify,59,HOLIDAY,Lil Nas X,8224823
Spotify,60,TE MUDASTE,Bad Bunny,8197090
Spotify,61,Holy (feat. Chance The Rapper),Justin Bieber,8100929
Spotify,62,Snowman,Sia,8095897
Spotify,63,Arcade,Duncan Laurence,8018234
Spotify,64,Goosebumps,HVME,8001120
Spotify,65,Laugh Now Cry Later (feat. Lil Durk),Drake,7986917
Spotify,66,In Your Eyes,The Weeknd,7926461
Spotify,67,Chica Ideal,"Sebastian Yatra, Guaynaa",7921863
Spotify,68,Lucid Dreams,Juice WRLD,7792499
Spotify,69,death bed (coffee for your head),"Powfu, beabadoobee",7760635
Spotify,70,No Te Enamores - Remix,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",7740153
Spotify,71,lovely (with Khalid),Billie Eilish,7720426
Spotify,72,Circles,Post Malone,7627845
Spotify,73,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",7598564
Spotify,74,BEBÉ,"Camilo, El Alfa",7571377
Spotify,75,LOCATION,"KAROL G, Anuel AA, J Balvin",7552834
Spotify,76,goosebumps,Travis Scott,7433950
Spotify,77,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",7381124
Spotify,78,Shallow,"Lady Gaga, Bradley Cooper",7371627
Spotify,79,Golden,Harry Styles,7370093
Spotify,80,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",7355712
Spotify,81,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",7250912
Spotify,82,At My Worst,Pink Sweat$,7244524
Spotify,83,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",7242887
Spotify,84,Adore You,Harry Styles,7234027
Spotify,85,La Tóxica,Farruko,7097729
Spotify,86,Breaking Me,"Topic, A7S",7096603
Spotify,87,Wishing Well,Juice WRLD,7073262
Spotify,88,The Box,Roddy Ricch,7040473
Spotify,89,Señorita,"Shawn Mendes, Camila Cabello",6977790
Spotify,90,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,6928286
Spotify,91,Polvo,"Nicky Jam, Myke Towers",6915685
Spotify,92,Mi Niña,"Wisin, Myke Towers, Los Legendarios",6908147
Spotify,93,Vida de Rico,Camilo,6882780
Spotify,94,Say You Won't Let Go,James Arthur,6825249
Spotify,95,Memories,Maroon 5,6809502
Spotify,96,Train Wreck,James Arthur,6801151
Spotify,97,Esquema Preferido,"DJ Ivis, Tarcísio do Acordeon",6788039
Spotify,98,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",6767753
Spotify,99,Blueberry Faygo,Lil Mosey,6763045
Spotify,100,Perfect,Ed Sheeran,6744837
Spotify,101,Starboy,"The Weeknd, Daft Punk",6736605
Spotify,102,Life Goes On,BTS,6690472
Spotify,103,my ex's best friend (with blackbear),Machine Gun Kelly,6685905
Spotify,104,Believer,Imagine Dragons,6684716
