chartSource,songRank,songName,songArtist,songStreams
billboard,42,Good Time,Niko Moon,0
billboard,43,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0
billboard,44,Hole In The Bottle,Kelsea Ballerini,0
billboard,45,Dynamite,BTS,0
billboard,46,Back In Blood,Pooh Shiesty Featuring Lil Durk,0
billboard,47,Diamonds,Sam Smith,0
billboard,48,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0
billboard,49,Best Friend,Saweetie Featuring Doja Cat,0
billboard,50,WAP,Cardi B Featuring Megan Thee Stallion,0
billboard,51,Cry Baby,Megan Thee Stallion Featuring DaBaby,0
billboard,52,Without You,The Kid LAROI,0
billboard,53,Damage,H.E.R.,0
billboard,54,Throat Baby (Go Baby),BRS Kash,0
billboard,55,Masterpiece,DaBaby,0
billboard,56,Love You Like I Used To,Russell Dickerson,0
billboard,57,Happy Does,Kenny Chesney,0
billboard,58,Back To The Streets,Saweetie Featuring Jhene Aiko,0
billboard,59,Holiday,Lil Nas X,0
billboard,60,What's Your Country Song,Thomas Rhett,0
billboard,61,Put Your Records On,Ritt Momney,0
billboard,62,Champagne Night,Lady A,0
billboard,63,Still Trappin',Lil Durk & King Von,0
billboard,64,Beers And Sunshine,Darius Rucker,0
billboard,65,Forever After All,Luke Combs,0
billboard,66,Still Goin Down,Morgan Wallen,0
billboard,67,Monster,Shawn Mendes & Justin Bieber,0
billboard,68,"Big, Big Plans",Chris Lane,0
billboard,69,Tyler Herro,Jack Harlow,0
billboard,70,Down To One,Luke Bryan,0
billboard,71,Cover Me Up,Morgan Wallen,0
billboard,72,Warning,Morgan Wallen,0
billboard,73,Just The Way,Parmalee x Blanco Brown,0
billboard,74,865,Morgan Wallen,0
billboard,75,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0
billboard,76,Undivided,Tim McGraw & Tyler Hubbard,0
billboard,77,Monsters,All Time Low Featuring Demi Lovato & blackbear ,0
billboard,78,Take You Dancing,Jason Derulo,0
billboard,79,Prisoner,Miley Cyrus Featuring Dua Lipa,0
billboard,80,Long Live,Florida Georgia Line,0
billboard,81,The Good Ones,Gabby Barrett,0
billboard,82,Golden,Harry Styles,0
billboard,83,Buss It,Erica Banks,0
billboard,84,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,0
billboard,85,Goosebumps,Travis Scott & HVME,0
billboard,86,Hit Different,SZA Featuring Ty Dolla $ign,0
billboard,87,So Done,The Kid LAROI,0
billboard,88,Bichota,Karol G,0
billboard,89,Moonwalking In Calabasas,DDG,0
billboard,90,Adderall (Corvette Corvette),Popp Hunna,0
billboard,91,Girl Like Me,Black Eyed Peas X Shakira,0
billboard,92,De Una Vez,Selena Gomez,0
billboard,93,Momma's House,Dustin Lynch,0
billboard,94,Better Days,Ant Clemons Featuring Justin Timberlake,0
billboard,95,Lady,Brett Young,0
billboard,96,Drankin N Smokin,Future & Lil Uzi Vert,0
billboard,97,Somebody Like That,Tenille Arts,0
billboard,98,One Too Many,Keith Urban Duet With P!nk,0
billboard,99,Hell Of A View,Eric Church,0
billboard,100,Dangerous,Morgan Wallen,0
billboard,1,Drivers License,Olivia Rodrigo,0
billboard,2,Mood,24kGoldn Featuring iann dior,0
billboard,3,Positions,Ariana Grande,0
billboard,4,Blinding Lights,The Weeknd,0
billboard,5,Go Crazy,Chris Brown & Young Thug,0
billboard,6,Levitating,Dua Lipa Featuring DaBaby,0
billboard,7,Holy,Justin Bieber Featuring Chance The Rapper,0
billboard,8,Bang!,AJR,0
billboard,9,Wasted On You,Morgan Wallen,0
billboard,10,Good Days,SZA,0
billboard,11,34+35,Ariana Grande,0
billboard,12,Lonely,Justin Bieber & benny blanco,0
billboard,13,Laugh Now Cry Later,Drake Featuring Lil Durk,0
billboard,14,I Hope,Gabby Barrett Featuring Charlie Puth,0
billboard,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0
billboard,16,More Than My Hometown,Morgan Wallen,0
billboard,17,Therefore I Am,Billie Eilish,0
billboard,18,7 Summers,Morgan Wallen,0
billboard,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0
billboard,20,Body,Megan Thee Stallion,0
billboard,21,Save Your Tears,The Weeknd,0
billboard,22,Anyone,Justin Bieber,0
billboard,23,Dakiti,Bad Bunny & Jhay Cortez,0
billboard,24,Better Together,Luke Combs,0
billboard,25,Whoopty,CJ,0
billboard,26,Somebody's Problem,Morgan Wallen,0
billboard,27,What You Know Bout Love,Pop Smoke,0
billboard,28,Kings & Queens,Ava Max,0
billboard,29,Willow,Taylor Swift,0
billboard,30,I Should Probably Go To Bed,Dan + Shay,0
billboard,31,Before You Go,Lewis Capaldi,0
billboard,32,Sand In My Boots,Morgan Wallen,0
billboard,33,You Broke Me First.,Tate McRae,0
billboard,34,Rockstar,DaBaby Featuring Roddy Ricch,0
billboard,35,Dynamite,BTS,0
billboard,36,Afterglow,Ed Sheeran,0
billboard,37,On Me,Lil Baby,0
billboard,38,Starting Over,Chris Stapleton,0
billboard,39,Best Friend,Saweetie Featuring Doja Cat,0
billboard,40,My Ex's Best Friend,Machine Gun Kelly X blackbear,0
billboard,41,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0
billboard,42,Warning,Morgan Wallen,0
billboard,43,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0
billboard,44,Good Time,Niko Moon,0
billboard,45,Still Goin Down,Morgan Wallen,0
billboard,46,865,Morgan Wallen,0
billboard,47,Diamonds,Sam Smith,0
billboard,48,WAP,Cardi B Featuring Megan Thee Stallion,0
billboard,49,Hole In The Bottle,Kelsea Ballerini,0
billboard,50,Hawai,Maluma & The Weeknd,0
billboard,51,Cry Baby,Megan Thee Stallion Featuring DaBaby,0
billboard,52,Cover Me Up,Morgan Wallen,0
billboard,53,Champagne Night,Lady A,0
billboard,54,You're Mines Still,Yung Bleu Featuring Drake,0
billboard,55,Monster,Shawn Mendes & Justin Bieber,0
billboard,56,B.S.,Jhene Aiko Featuring H.E.R.,0
billboard,57,Without You,The Kid LAROI,0
billboard,58,Holiday,Lil Nas X,0
billboard,59,"Big, Big Plans",Chris Lane,0
billboard,60,Love You Like I Used To,Russell Dickerson,0
billboard,61,Still Trappin',Lil Durk & King Von,0
billboard,62,Dangerous,Morgan Wallen,0
billboard,63,Neon Eyes,Morgan Wallen,0
billboard,64,Damage,H.E.R.,0
billboard,65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0
billboard,66,More Surprised Than Me,Morgan Wallen,0
billboard,67,Forever After All,Luke Combs,0
billboard,68,Back To The Streets,Saweetie Featuring Jhene Aiko,0
billboard,69,Throat Baby (Go Baby),BRS Kash,0
billboard,70,Happy Does,Kenny Chesney,0
billboard,71,Tyler Herro,Jack Harlow,0
billboard,72,Take You Dancing,Jason Derulo,0
billboard,73,Prisoner,Miley Cyrus Featuring Dua Lipa,0
billboard,74,Livin' The Dream,Morgan Wallen,0
billboard,75,Put Your Records On,Ritt Momney,0
billboard,76,What's Your Country Song,Thomas Rhett,0
billboard,77,Beers And Sunshine,Darius Rucker,0
billboard,78,Back In Blood,Pooh Shiesty Featuring Lil Durk,0
billboard,79,Long Live,Florida Georgia Line,0
billboard,80,Hit Different,SZA Featuring Ty Dolla $ign,0
billboard,81,Monsters,All Time Low Featuring Demi Lovato & blackbear ,0
billboard,82,Down To One,Luke Bryan,0
billboard,83,Whiskey'd My Way,Morgan Wallen,0
billboard,84,Your Bartender,Morgan Wallen,0
billboard,85,Golden,Harry Styles,0
billboard,86,Outlaw,Morgan Wallen Featuring Ben Burgess,0
billboard,87,Just The Way,Parmalee x Blanco Brown,0
billboard,88,Bichota,Karol G,0
billboard,89,The Good Ones,Gabby Barrett,0
billboard,90,Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,0
billboard,91,Streets,Doja Cat,0
billboard,92,This Bar,Morgan Wallen,0
billboard,93,Wonderin' Bout The Wind,Morgan Wallen,0
billboard,94,So Done,The Kid LAROI,0
billboard,95,Pick Up Your Feelings,Jazmine Sullivan,0
billboard,96,Adderall (Corvette Corvette),Popp Hunna,0
billboard,97,Girl Like Me,Jazmine Sullivan Featuring H.E.R.,0
billboard,98,Midnight Sky,Miley Cyrus,0
billboard,99,Moonwalking In Calabasas,DDG,0
billboard,100,Buss It,Erica Banks,0
billboard,1,Mood,24kGoldn Featuring iann dior,0
billboard,2,Positions,Ariana Grande,0
billboard,3,Blinding Lights,The Weeknd,0
billboard,4,Holy,Justin Bieber Featuring Chance The Rapper,0
billboard,5,Dynamite,BTS,0
billboard,6,Go Crazy,Chris Brown & Young Thug,0
billboard,7,Laugh Now Cry Later,Drake Featuring Lil Durk,0
billboard,8,I Hope,Gabby Barrett Featuring Charlie Puth,0
billboard,9,All I Want For Christmas Is You,Mariah Carey,0
billboard,10,Levitating,Dua Lipa Featuring DaBaby,0
billboard,11,Bang!,AJR,0
billboard,12,Rockin' Around The Christmas Tree,Brenda Lee,0
billboard,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0
billboard,14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0
billboard,15,Jingle Bell Rock,Bobby Helms,0
billboard,16,Kings & Queens,Ava Max,0
billboard,17,A Holly Jolly Christmas,Burl Ives,0
billboard,18,Therefore I Am,Billie Eilish,0
billboard,19,34+35,Ariana Grande,0
billboard,20,Dakiti,Bad Bunny & Jhay Cortez,0
billboard,21,Body,Megan Thee Stallion,0
billboard,22,What You Know Bout Love,Pop Smoke,0
billboard,23,Willow,Taylor Swift,0
billboard,24,Better Together,Luke Combs,0
billboard,25,Lonely,Justin Bieber & benny blanco,0
billboard,26,Rockstar,DaBaby Featuring Roddy Ricch,0
billboard,27,Whoopty,CJ,0
billboard,28,It's The Most Wonderful Time Of The Year,Andy Williams,0
billboard,29,Run Rudolph Run,Chuck Berry,0
billboard,30,Before You Go,Lewis Capaldi,0
billboard,31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0
billboard,32,Afterglow,Ed Sheeran,0
billboard,33,More Than My Hometown,Morgan Wallen,0
billboard,34,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0
billboard,35,Starting Over,Chris Stapleton,0
billboard,36,WAP,Cardi B Featuring Megan Thee Stallion,0
billboard,37,I Should Probably Go To Bed,Dan + Shay,0
billboard,38,Good Days,SZA,0
billboard,39,Feliz Navidad,Jose Feliciano,0
billboard,40,Pretty Heart,Parker McCollum,0
billboard,41,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0
billboard,42,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,0
billboard,43,Holiday,Lil Nas X,0
billboard,44,The Christmas Song (Merry Christmas To You),Nat King Cole,0
billboard,45,Monster,Shawn Mendes & Justin Bieber,0
billboard,46,Diamonds,Sam Smith,0
billboard,47,Watermelon Sugar,Harry Styles,0
billboard,48,On Me,Lil Baby,0
billboard,49,Hawai,Maluma & The Weeknd,0
billboard,50,Underneath The Tree,Kelly Clarkson,0
billboard,51,You Broke Me First.,Tate McRae,0
billboard,52,Champagne Night,Lady A,0
billboard,53,Still Trappin',Lil Durk & King Von,0
billboard,54,"Big, Big Plans",Chris Lane,0
billboard,55,Forever After All,Luke Combs,0
billboard,56,My Ex's Best Friend,Machine Gun Kelly X blackbear,0
billboard,57,Cry Baby,Megan Thee Stallion Featuring DaBaby,0
billboard,58,Hole In The Bottle,Kelsea Ballerini,0
billboard,59,B.S.,Jhene Aiko Featuring H.E.R.,0
billboard,60,Love You Like I Used To,Russell Dickerson,0
billboard,61,Good Time,Niko Moon,0
billboard,62,Backdoor,Lil Durk,0
billboard,63,7 Summers,Morgan Wallen,0
billboard,64,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0
billboard,65,Without You,The Kid LAROI,0
billboard,66,Throat Baby (Go Baby),BRS Kash,0
billboard,67,Prisoner,Miley Cyrus Featuring Dua Lipa,0
billboard,68,Tyler Herro,Jack Harlow,0
billboard,69,You're Mines Still,Yung Bleu Featuring Drake,0
billboard,70,Hit Different,SZA Featuring Ty Dolla $ign,0
billboard,71,Redman,Lil Durk,0
billboard,72,Slay3r,Playboi Carti,0
billboard,73,Stay Down,"Lil Durk, 6LACK & Young Thug",0
billboard,74,Adderall (Corvette Corvette),Popp Hunna,0
billboard,75,Golden,Harry Styles,0
billboard,76,Beers And Sunshine,Darius Rucker,0
billboard,77,Back To The Streets,Saweetie Featuring Jhene Aiko,0
billboard,78,Damage,H.E.R.,0
billboard,79,Take You Dancing,Jason Derulo,0
billboard,80,What's Your Country Song,Thomas Rhett,0
billboard,81,Midnight Sky,Miley Cyrus,0
billboard,82,Go2DaMoon,Playboi Carti Featuring Kanye West,0
billboard,83,Ain't Always The Cowboy,Jon Pardi,0
billboard,84,Put Your Records On,Ritt Momney,0
billboard,85,Bichota,Karol G,0
billboard,86,Refugee,Lil Durk,0
billboard,87,Happy Does,Kenny Chesney,0
billboard,88,Monsters,All Time Low Featuring Demi Lovato & blackbear ,0
billboard,89,Take Me Home For Christmas,Dan + Shay,0
billboard,90,Vamp Anthem,Playboi Carti,0
billboard,91,Down To One,Luke Bryan,0
billboard,92,New N3on,Playboi Carti,0
billboard,93,Death Ain't Easy,Lil Durk,0
billboard,94,Took Her To The O,King Von,0
billboard,95,Save Your Tears,The Weeknd,0
billboard,96,So Done,The Kid LAROI,0
billboard,97,Just The Way,Parmalee x Blanco Brown,0
billboard,98,Way Out,Jack Harlow Featuring Big Sean,0
billboard,99,M3tamorphosis,Playboi Carti Featuring Kid Cudi,0
billboard,100,The Good Ones,Gabby Barrett,0
billboard,1,All I Want For Christmas Is You,Mariah Carey,0
billboard,2,Rockin' Around The Christmas Tree,Brenda Lee,0
billboard,3,Jingle Bell Rock,Bobby Helms,0
billboard,4,A Holly Jolly Christmas,Burl Ives,0
billboard,5,It's The Most Wonderful Time Of The Year,Andy Williams,0
billboard,6,Feliz Navidad,Jose Feliciano,0
billboard,7,Mood,24kGoldn Featuring iann dior,0
billboard,8,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0
billboard,9,Last Christmas,Wham!,0
billboard,10,Run Rudolph Run,Chuck Berry,0
billboard,11,The Christmas Song (Merry Christmas To You),Nat King Cole,0
billboard,12,Underneath The Tree,Kelly Clarkson,0
billboard,13,Sleigh Ride,The Ronettes,0
billboard,14,Positions,Ariana Grande,0
billboard,15,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,0
billboard,16,Rudolph The Red-Nosed Reindeer,Gene Autry,0
billboard,17,Santa Tell Me,Ariana Grande,0
billboard,18,Happy Holiday / The Holiday Season,Andy Williams,0
billboard,19,Christmas (Baby Please Come Home),Darlene Love,0
billboard,20,White Christmas,Bing Crosby,0
billboard,21,Holy,Justin Bieber Featuring Chance The Rapper,0
billboard,22,(There's No Place Like) Home For The Holidays,Perry Como,0
billboard,23,It's Beginning To Look A Lot Like Christmas,Michael Buble,0
billboard,24,Go Crazy,Chris Brown & Young Thug,0
billboard,25,Laugh Now Cry Later,Drake Featuring Lil Durk,0
billboard,26,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0
billboard,27,Levitating,Dua Lipa Featuring DaBaby,0
billboard,28,Wonderful Christmastime,Paul McCartney,0
billboard,29,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0
billboard,30,I Hope,Gabby Barrett Featuring Charlie Puth,0
billboard,31,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0
billboard,32,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,0
billboard,33,Blue Christmas,Elvis Presley,0
billboard,34,Dakiti,Bad Bunny & Jhay Cortez,0
billboard,35,Body,Megan Thee Stallion,0
billboard,36,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,0
billboard,37,Bang!,AJR,0
billboard,38,Willow,Taylor Swift,0
billboard,39,This Christmas,Donny Hathaway,0
billboard,40,34+35,Ariana Grande,0
billboard,41,Kings & Queens,Ava Max,0
billboard,42,Therefore I Am,Billie Eilish,0
billboard,43,Deck The Halls,Nat King Cole,0
billboard,44,Dynamite,BTS,0
billboard,45,Please Come Home For Christmas,Eagles,0
billboard,46,Santa Claus Is Comin' To Town,Jackson 5,0
billboard,47,Little Saint Nick,The Beach Boys,0
billboard,48,Take Me Home For Christmas,Dan + Shay,0
billboard,49,Have Yourself A Merry Little Christmas,Michael Buble,0
billboard,50,I'll Be Home For Christmas,Bing Crosby,0
billboard,51,What You Know Bout Love,Pop Smoke,0
billboard,52,Whoopty,CJ,0
billboard,53,Lonely,Justin Bieber & benny blanco,0
billboard,54,Hallelujah,Carrie Underwood & John Legend,0
billboard,55,WAP,Cardi B Featuring Megan Thee Stallion,0
billboard,56,Holiday,Lil Nas X,0
billboard,57,Better Together,Luke Combs,0
billboard,58,On Me,Lil Baby,0
billboard,59,Afterglow,Ed Sheeran,0
billboard,60,Gnat,Eminem,0
billboard,61,Rockin' Around The Christmas Tree,Justin Bieber,0
billboard,62,Favorite Time Of Year,Carrie Underwood,0
billboard,63,Hawai,Maluma & The Weeknd,0
billboard,64,Monster,Shawn Mendes & Justin Bieber,0
billboard,65,Diamonds,Sam Smith,0
billboard,66,Starting Over,Chris Stapleton,0
billboard,67,Cry Baby,Megan Thee Stallion Featuring DaBaby,0
billboard,68,You Broke Me First.,Tate McRae,0
billboard,69,My Ex's Best Friend,Machine Gun Kelly X blackbear,0
billboard,70,Without You,The Kid LAROI,0
billboard,71,"Big, Big Plans",Chris Lane,0
billboard,72,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0
billboard,73,Forever After All,Luke Combs,0
billboard,74,Throat Baby (Go Baby),BRS Kash,0
billboard,75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,0
billboard,76,Tyler Herro,Jack Harlow,0
billboard,77,Champagne Problems,Taylor Swift,0
billboard,78,The First Noel,Gabby Barrett,0
billboard,79,Love You Like I Used To,Russell Dickerson,0
billboard,80,Champagne Night,Lady A,0
billboard,81,Prisoner,Miley Cyrus Featuring Dua Lipa,0
billboard,82,Good Time,Niko Moon,0
billboard,83,7 Summers,Morgan Wallen,0
billboard,84,Adderall (Corvette Corvette),Popp Hunna,0
billboard,85,You're Mines Still,Yung Bleu Featuring Drake,0
billboard,86,Tequila Shots,Kid Cudi,0
billboard,87,Back To The Streets,Saweetie Featuring Jhene Aiko,0
billboard,88,Bichota,Karol G,0
billboard,89,Way Out,Jack Harlow Featuring Big Sean,0
billboard,90,Hit Different,SZA Featuring Ty Dolla $ign,0
billboard,91,'Tis The Damn Season,Taylor Swift,0
billboard,92,Damage,H.E.R.,0
billboard,93,Backdoor,Lil Durk,0
billboard,94,Silent Night,Carrie Underwood,0
billboard,95,Golden,Harry Styles,0
billboard,96,Hole In The Bottle,Kelsea Ballerini,0
billboard,97,"No Body, No Crime",Taylor Swift Featuring HAIM,0
billboard,98,Moonwalking In Calabasas,DDG,0
billboard,99,Took Her To The O,King Von,0
billboard,100,Put Your Records On,Ritt Momney,0
billboard,1,All I Want For Christmas Is You,Mariah Carey,0
billboard,2,Mood,24kGoldn Featuring iann dior,0
billboard,3,Rockin' Around The Christmas Tree,Brenda Lee,0
billboard,4,Positions,Ariana Grande,0
billboard,5,Jingle Bell Rock,Bobby Helms,0
billboard,6,It's The Most Wonderful Time Of The Year,Andy Williams,0
billboard,7,Blinding Lights,The Weeknd,0
billboard,8,Laugh Now Cry Later,Drake Featuring Lil Durk,0
billboard,9,Holy,Justin Bieber Featuring Chance The Rapper,0
billboard,10,Feliz Navidad,Jose Feliciano,0
billboard,11,Last Christmas,Wham!,0
billboard,12,I Hope,Gabby Barrett Featuring Charlie Puth,0
billboard,13,Go Crazy,Chris Brown & Young Thug,0
billboard,14,A Holly Jolly Christmas,Burl Ives,0
billboard,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0
billboard,16,The Christmas Song (Merry Christmas To You),Nat King Cole,0
billboard,17,Dakiti,Bad Bunny & Jhay Cortez,0
billboard,18,Body,Megan Thee Stallion,0
billboard,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,0
billboard,20,Sleigh Ride,The Ronettes,0
billboard,21,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,0
billboard,22,Kings & Queens,Ava Max,0
billboard,23,Therefore I Am,Billie Eilish,0
billboard,24,Dynamite,BTS,0
billboard,25,Underneath The Tree,Kelly Clarkson,0
billboard,26,34+35,Ariana Grande,0
billboard,27,Levitating,Dua Lipa Featuring DaBaby,0
billboard,28,Bang!,AJR,0
billboard,29,Happy Holiday / The Holiday Season,Andy Williams,0
billboard,30,On Me,Lil Baby,0
billboard,31,Christmas (Baby Please Come Home),Darlene Love,0
billboard,32,White Christmas,Bing Crosby,0
billboard,33,It's Beginning To Look A Lot Like Christmas,Michael Buble,0
billboard,34,Rudolph The Red-Nosed Reindeer,Gene Autry,0
billboard,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,0
billboard,36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0
billboard,37,(There's No Place Like) Home For The Holidays,Perry Como,0
billboard,38,Monster,Shawn Mendes & Justin Bieber,0
billboard,39,Santa Tell Me,Ariana Grande,0
billboard,40,Run Rudolph Run,Chuck Berry,0
billboard,41,Errbody,Lil Baby,0
billboard,42,Rockstar,DaBaby Featuring Roddy Ricch,0
billboard,43,WAP,Cardi B Featuring Megan Thee Stallion,0
billboard,44,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0
billboard,45,Wonderful Christmastime,Paul McCartney,0
billboard,46,What You Know Bout Love,Pop Smoke,0
billboard,47,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0
billboard,48,Holiday,Lil Nas X,0
billboard,49,More Than My Hometown,Morgan Wallen,0
billboard,50,Lonely,Justin Bieber & benny blanco,0
billboard,51,Whoopty,CJ,0
billboard,52,"Big, Big Plans",Chris Lane,0
billboard,53,Diamonds,Sam Smith,0
billboard,54,Better Together,Luke Combs,0
billboard,55,Hawai,Maluma & The Weeknd,0
billboard,56,Ain't Always The Cowboy,Jon Pardi,0
billboard,57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,0
billboard,58,Starting Over,Chris Stapleton,0
billboard,59,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,0
billboard,60,I Should Probably Go To Bed,Dan + Shay,0
billboard,61,Love You Like I Used To,Russell Dickerson,0
billboard,62,B.S.,Jhene Aiko Featuring H.E.R.,0
billboard,63,Without You,The Kid LAROI,0
billboard,64,You Broke Me First.,Tate McRae,0
billboard,65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,0
billboard,66,Forever After All,Luke Combs,0
billboard,67,My Ex's Best Friend,Machine Gun Kelly X blackbear,0
billboard,68,Prisoner,Miley Cyrus Featuring Dua Lipa,0
billboard,69,7 Summers,Morgan Wallen,0
billboard,70,Wonder,Shawn Mendes,0
billboard,71,Rockin' Around The Christmas Tree,Justin Bieber,0
billboard,72,Real Shit,Juice WRLD x benny blanco,0
billboard,73,Midnight Sky,Miley Cyrus,0
billboard,74,La Noche de Anoche,Bad Bunny & Rosalia,0
billboard,75,Dicked Down In Dallas,Trey Lewis,0
billboard,76,Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,0
billboard,77,Tyler Herro,Jack Harlow,0
billboard,78,Champagne Night,Lady A,0
billboard,79,Good Time,Niko Moon,0
billboard,80,Favorite Time Of Year,Carrie Underwood,0
billboard,81,Throat Baby (Go Baby),BRS Kash,0
billboard,82,Hit Different,SZA Featuring Ty Dolla $ign,0
billboard,83,Golden,Harry Styles,0
billboard,84,Took Her To The O,King Von,0
billboard,85,pov,Ariana Grande,0
billboard,86,Don't Stop,Megan Thee Stallion Featuring Young Thug,0
billboard,87,Hole In The Bottle,Kelsea Ballerini,0
billboard,88,Take Me Home For Christmas,Dan + Shay,0
billboard,89,Bichota,Karol G,0
billboard,90,So Done,The Kid LAROI,0
billboard,91,Back To The Streets,Saweetie Featuring Jhene Aiko,0
billboard,92,Somebody's Problem,Morgan Wallen,0
billboard,93,Life Goes On,BTS,0
billboard,94,Martin & Gina,Polo G,0
billboard,95,Heather,Conan Gray,0
billboard,96,Hallelujah,Carrie Underwood & John Legend,0
billboard,97,Practice,DaBaby,0
billboard,98,Put Your Records On,Ritt Momney,0
billboard,99,Te Mudaste,Bad Bunny,0
billboard,100,Silent Night,Carrie Underwood,0
